ACTIVE_INGREDIENTS,PRODUCT_NAME,RANKING,PROMOTION_FROM,PROMOTION_TO,PROMOTION_PRICE,REGULAR_PRICE,,NOTES:
CIPROFLOXACIN,CIFRAN,,,,,23.27,,
CIPROFLOXACIN,CIPLOXX,,,,,23.27,,
CIPROFLOXACIN,CIPROBAY,,,,,23.27,,
CIPROFLOXACIN,CIPROFLOXACIN ACTOR,,,,,23.27,,
CIPROFLOXACIN,CIPROFLOXACIN UNICORN,,,,,23.27,,
CIPROFLOXACIN,CIPROGEN,,,,,23.27,,
CIPROFLOXACIN,CIPROL,,,,,23.27,,
CIPROFLOXACIN,CIPROMED (NAMIBIA ONLY),,,,,23.27,,
CIPROFLOXACIN,COFLOX (NAMIBIA ONLY),,,,,23.27,,
CIPROFLOXACIN,CPL ALLIANCE CIPROFLOXACIN,,,,,23.27,,
CIPROFLOXACIN,DYNAFLOC,,,,,23.27,,
CIPROFLOXACIN,FLOPRO,,,,,23.27,,
CIPROFLOXACIN,LOXIP,,,,,23.27,,
CIPROFLOXACIN,ORPIC 500MG,,,,,23.27,,
CIPROFLOXACIN,PROFLOXIN,,,,,23.27,,
CIPROFLOXACIN,SIMAYLA CIPROFLOXACIN,,,,,23.27,,
CIPROFLOXACIN,ZYBACT,,,,,23.27,,
CIPROFLOXACIN,AUSTELL-CIPROFLOXACIN,,,,,1 046.81,,
CIPROFLOXACIN,BIOTECH CIPROFLOXACIN,,,,,1 046.81,,
CIPROFLOXACIN,CIPROBAY,,,,,1 046.81,,
CIPROFLOXACIN,CIPROBAY,,,,,31.11,,
CIPROFLOXACIN,CIPROCINA,,,,,31.11,,
CIPROFLOXACIN,ORPIC,,,,,31.11,,
CIPROFLOXACIN,SABAX CIPROFLOXACIN,,,,,31.11,,
CIPROFLOXACIN,SPEC-TOPISTIN,,,,,31.11,,
CIPROFLOXACIN,CIPROBAY,,,,,62.19,,
CIPROFLOXACIN,CIPROCINA,,,,,62.19,,
CIPROFLOXACIN,CIPROFLOXACIN FRESENIUS,,,,,62.19,,
CIPROFLOXACIN,CIPROFLOXACIN FRESENIUS 200ML,,,,,62.19,,
CIPROFLOXACIN,CIPROGEN,,,,,62.19,,
CIPROFLOXACIN,ORPIC,,,,,62.19,,
CIPROFLOXACIN,SABAX CIPROFLOXACIN,,,,,62.19,,
CIPROFLOXACIN,SPEC-TOPISTIN,,,,,62.19,,
CIPROFLOXACIN,CIPROBAY,,,,,124.38,,
CIPROFLOXACIN,CIPROCINA,,,,,124.38,,
CIPROFLOXACIN,CIPROGEN,,,,,124.38,,
CIPROFLOXACIN,FLOQIN 100ML,,,,,124.38,,
CIPROFLOXACIN,FLOQIN 200ML,,,,,124.38,,
CIPROFLOXACIN,ORPIC,,,,,124.38,,
CIPROFLOXACIN,SABAX CIPROFLOXACIN,,,,,124.38,,
CIPROFLOXACIN,SPEC-TOPISTIN,,,,,124.38,,
CIPROFLOXACIN*,CEPROLEN 0.3% EYE DROPS 5ML,,,,,171.07,,
CIPROFLOXACIN*,CILOXAN 3MG/ML DROPS,,,,,171.07,,
CIPROFLOXACIN*,FOXIN 0.3% DROPS 5ML,,,,,171.07,,
CISATRACURIUM AS BESYLATE*,CISATRACURIUM SAFELINE,,,,,353.58,,
CISATRACURIUM AS BESYLATE*,CISTRAX,,,,,353.58,,
CISATRACURIUM AS BESYLATE*,NIMBEX,,,,,353.58,,
CISATRACURIUM AS BESYLATE*,CISATRACURIUM SAFELINE,,,,,430.02,,
CISATRACURIUM AS BESYLATE*,CISTRAX,,,,,430.02,,
CISATRACURIUM AS BESYLATE*,NIMBEX,,,,,430.02,,
CISPLATIN,CISACOR,,,,,84.36,,
CISPLATIN,PLATIFIRST,,,,,84.36,,
CISPLATIN,CISACOR,,,,,310.8,,
CISPLATIN,KEMOPLAT,,,,,310.8,,
CISPLATIN,PLATIFIRST,,,,,310.8,,
CISPLATIN,PLATOSIN RTU 50-100,,,,,310.8,,
CITALOPRAM HBR,ACTI-LIFT,,,,,69.73,,
CITALOPRAM HBR,ADCO-TALOMIL,,,,,69.73,,
CITALOPRAM HBR,ARROW CITALOPRAM,,,,,69.73,,
CITALOPRAM HBR,AUSTELL-CITALOPRAM,,,,,69.73,,
CITALOPRAM HBR,BIO-CITALOPRAM,,,,,69.73,,
CITALOPRAM HBR,CILATE,,,,,69.73,,
CITALOPRAM HBR,CILIFT,,,,,69.73,,
CITALOPRAM HBR,CILORAM,,,,,69.73,,
CITALOPRAM HBR,CIPRAMIL,,,,,69.73,,
CITALOPRAM HBR,CITALOPRAM ACTOR,,,,,69.73,,
CITALOPRAM HBR,CITALOPRAM 20 OETHMAAN,,,,,69.73,,
CITALOPRAM HBR,CITALOPRAM-WINTHROP,,,,,69.73,,
CITALOPRAM HBR,DEPRAMIL,,,,,69.73,,
CITALOPRAM HBR,GULF CITALOPRAM,,,,,69.73,,
CITALOPRAM HBR,RECITA,,,,,69.73,,
CITALOPRAM HBR,ARROW CITALOPRAM,,,,,130.84,,
CITALOPRAM HBR,AUSTELL-CITALOPRAM,,,,,130.84,,
CITALOPRAM HBR,DEPRAMIL,,,,,130.84,,
CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,ADCO-SODASOL,,,,,47.33,,
CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,ALKAFIZZ,,,,,47.33,,
CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,CITRO-SODA CRANBERRY GRANULES,,,,,47.33,,
CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,CITRO-SODA PLAIN,,,,,47.33,,
CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,MEDI SODA,,,,,47.33,,
CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,MEDI-SODA CRANBERRY,,,,,47.33,,
CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,SMART SODA,,,,,47.33,,
CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,CITRO-SODA CRANBERRY,,,,,81.86,,
CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,CITRO-SODA SACHETS  GRAN,,,,,81.86,,
CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,SMART-SODA GRAN,,,,,81.86,,
CLARITHROMYCIN,CLACEE,,,,,100.13,,
CLARITHROMYCIN,KLARIBIN,,,,,100.13,,
CLARITHROMYCIN,KLARIZON,,,,,100.13,,
CLARITHROMYCIN,KLARYVID,,,,,100.13,,
CLARITHROMYCIN,APEX-CLARITHROMYCIN,,,,,105.92,,
CLARITHROMYCIN,CLACEE,,,,,105.92,,
CLARITHROMYCIN,CLARIHEXAL,,,,,105.92,,
CLARITHROMYCIN,CLARITHROMYCIN UNICORN LX,,,,,105.92,,
CLARITHROMYCIN,KLARIBIN,,,,,105.92,,
CLARITHROMYCIN,KLARITHRAN,,,,,105.92,,
CLARITHROMYCIN,KLARIZON,,,,,105.92,,
CLARITHROMYCIN,KLARYVID,,,,,105.92,,
CLARITHROMYCIN,MYLAN CLARITHROMYCIN,,,,,105.92,,
CLARITHROMYCIN,CLARIHEXAL XL,,,,,104.99,,
CLARITHROMYCIN,KLACID XL,,,,,104.99,,
CLARITHROMYCIN,KLARITHRAN MR,,,,,104.99,,
CLARITHROMYCIN,CLAREN,,,,,67.87,,
CLARITHROMYCIN,CLARIHEXAL P125,,,,,67.87,,
CLARITHROMYCIN,KLACID P125,,,,,67.87,,
CLARITHROMYCIN,KLARIBIN,,,,,67.87,,
CLARITHROMYCIN,KLARITHRAN,,,,,67.87,,
CLARITHROMYCIN,CLAREN,,,,,183.48,,
CLARITHROMYCIN,CLARIHEXAL P125,,,,,183.48,,
CLARITHROMYCIN,KLACID P250,,,,,183.48,,
CLARITHROMYCIN,KLARIBIN,,,,,183.48,,
CLARITHROMYCIN,KLARITHRAN,,,,,183.48,,
CLINDAMYCIN HCL,CLINDAHEXAL,,,,,400.96,,
CLINDAMYCIN HCL,DALACIN C,,,,,400.96,,
CLINDAMYCIN HCL,CLINDAMYCIN-FRES 4ML,,,,,351.24,,
CLINDAMYCIN HCL,DALACIN C 4ML,,,,,351.24,,
CLINDAMYCIN HCL,PHARMA-Q CLINDAMYCIN,,,,,351.24,,
CLOMIPHENE CITRATE,CLOMID,,,,,50.75,,
CLOMIPHENE CITRATE,CLOMIHEXAL,,,,,50.75,,
CLOMIPHENE CITRATE,FERTAB,,,,,50.75,,
CLOMIPHENE CITRATE,FERTOMID,,,,,50.75,,
CLOMIPHENE CITRATE,OVA-MIT,,,,,50.75,,
CLOMIPHENE CITRATE,RUBITAB,,,,,50.75,,
CLOMIPRAMINE HC,EQUINORM,,,,,299.91,,
CLOMIPRAMINE HCL,ANAFRANIL,,,,,299.91,,
CLOMIPRAMINE HCL,ANAFRANIL,,,,,356.18,,
CLOMIPRAMINE HCL,CLOMIDEP,,,,,356.18,,
CLOMIPRAMINE HCL,EQUINORM,,,,,356.18,,
CLONAZEPAM*,CLONAM,,,,,174.38,,
CLONAZEPAM*,RIVOTRIL,,,,,174.38,,
CLONAZEPAM*,CLONAM,,,,,400.51,,
CLONAZEPAM*,RIVOTRIL,,,,,400.51,,
CLOPIDOGREL,ACTICLOP,,,,,162.3,,
CLOPIDOGREL,ARROW CLOPIDOGREL,,,,,162.3,,
CLOPIDOGREL,CLOPIDOGREL BIOTECH,,,,,162.3,,
CLOPIDOGREL,CLOPIDOGREL UNICORN,,,,,162.3,,
CLOPIDOGREL,CLOPIWIN,,,,,162.3,,
CLOPIDOGREL,CLOSOLVE,,,,,162.3,,
CLOPIDOGREL,DEPLATT,,,,,162.3,,
CLOPIDOGREL,PD CLOPIDOGREL,,,,,162.3,,
CLOPIDOGREL,PLAGROL,,,,,162.3,,
CLOPIDOGREL,PLAVIX,,,,,162.3,,
CLOPIDOGREL,ZYKLOT,,,,,162.3,,
CLOTRIMAZOLE,ADCO-NORMOSPOR,,,,,14.7,,
CLOTRIMAZOLE,A-POR,,,,,14.7,,
CLOTRIMAZOLE,CANALBA,,,,,14.7,,
CLOTRIMAZOLE,CANDASPOR 1%,,,,,14.7,,
CLOTRIMAZOLE,CANDIZOLE  TOP,,,,,14.7,,
CLOTRIMAZOLE,CANESTEN,,,,,14.7,,
CLOTRIMAZOLE,CANEX TOP,,,,,14.7,,
CLOTRIMAZOLE,CLOMADERM,,,,,14.7,,
CLOTRIMAZOLE,CLOTRIMAZOLE TOPICAL BIOTECH,,,,,14.7,,
CLOTRIMAZOLE,INNOSPORE,,,,,14.7,,
CLOTRIMAZOLE,INNOSPORE,,,,,14.7,,
CLOTRIMAZOLE,MEDASPOR,,,,,14.7,,
CLOTRIMAZOLE,MICOMISAN,,,,,14.7,,
CLOTRIMAZOLE,TRIMAZE,,,,,14.7,,
CLOTRIMAZOLE,XERASPOR-T,,,,,14.7,,
CLOTRIMAZOLE,ADCO-NORMOSPOR,,,,,27.98,,
CLOTRIMAZOLE,A-POR,,,,,27.98,,
CLOTRIMAZOLE,CANALBA VAG,,,,,27.98,,
CLOTRIMAZOLE,CANDASPOR VAG,,,,,27.98,,
CLOTRIMAZOLE,CANDIZOLE V,,,,,27.98,,
CLOTRIMAZOLE,CANESTEN 1%,,,,,27.98,,
CLOTRIMAZOLE,CANESTEN 1%,,,,,27.98,,
CLOTRIMAZOLE,CANEX VAG,,,,,27.98,,
CLOTRIMAZOLE,COVOSPOR VAG,,,,,27.98,,
CLOTRIMAZOLE,GYNEZOL,,,,,27.98,,
CLOTRIMAZOLE,MEDASPOR VAG,,,,,27.98,,
CLOTRIMAZOLE,MICOMISAN,,,,,27.98,,
CLOTRIMAZOLE,PINASPOR VAG,,,,,27.98,,
CLOTRIMAZOLE,XERASPOR-V,,,,,27.98,,
CLOTRIMAZOLE,CANDID V1 VAG,,,,,80,,
CLOTRIMAZOLE,CANESTEN VAG,,,,,80,,
CLOTRIMAZOLE,CANESTEN VAG,,,,,80,,
CLOTRIMAZOLE,IMAZOLE V-500,,,,,80,,
CLOTRIMAZOLE*,CANESTEN VAG,,,,,179.83,,
CLOTRIMAZOLE*,GLENMARK CLOTRIMAZOLE,,,,,179.83,,
CLOXACILLIN SODIUM,BGM CLOXACILLIN SODIUM (S21),,,,,170.5,,
CLOXACILLIN SODIUM,CLOXABIOTIC (NAMIBIA ONLY),,,,,170.5,,
CLOXACILLIN SODIUM,CLOXACILLIN-FRESENIUS,,,,,170.5,,
CLOZAPINE,ASPEN CLOZAPINE,,,,,319.13,,
CLOZAPINE,CLOMENT,,,,,319.13,,
CLOZAPINE,CLOZAPINE 25 OETHMAAN,,,,,319.13,,
CLOZAPINE,LEPONEX,,,,,319.13,,
CLOZAPINE,ASPEN CLOZAPINE,,,,,967.83,,
CLOZAPINE,CLOMENT,,,,,967.83,,
CLOZAPINE,LEPONEX,,,,,967.83,,
CO TRIMOXAZOLE,BACTRIM ADULT,,,,,245.43,,
CO TRIMOXAZOLE,CO-TRIMOXAZOLE 480 BIOTECH,,,,,245.43,,
CO TRIMOXAZOLE,COZOLE,,,,,245.43,,
CO TRIMOXAZOLE,DUROBAC,,,,,245.43,,
CO TRIMOXAZOLE,ILVITRIM,,,,,245.43,,
CO TRIMOXAZOLE,LAGATRIM,,,,,245.43,,
CO TRIMOXAZOLE,NOVATRIM,,,,,245.43,,
CO TRIMOXAZOLE,NUCOTRIM,,,,,245.43,,
CO TRIMOXAZOLE,PURBAC ADULT,,,,,245.43,,
CO TRIMOXAZOLE,TRIXAZOLE,,,,,245.43,,
CO TRIMOXAZOLE,XEROPRIM,,,,,245.43,,
CO TRIMOXAZOLE,BACTRIM DS,,,,,38.25,,
CO TRIMOXAZOLE,CO-TRIMOXAZOLE 960 BIOTECH,,,,,38.25,,
CO TRIMOXAZOLE,CO-TRIMOXAZOLE ASCENDIS DS,,,,,38.25,,
CO TRIMOXAZOLE,DUROBAC,,,,,38.25,,
CO TRIMOXAZOLE,DUROBAC DS,,,,,38.25,,
CO TRIMOXAZOLE,PURBAC DS,,,,,38.25,,
CO TRIMOXAZOLE,CO-TRIM,,,,,10.65,,
CO TRIMOXAZOLE,DOCTRIM,,,,,10.65,,
CO TRIMOXAZOLE,ILVITRIM,,,,,10.65,,
CO TRIMOXAZOLE,NOVATRIM,,,,,10.65,,
CO TRIMOXAZOLE,PURBAC,,,,,10.65,,
CO TRIMOXAZOLE,XERAZOLE,,,,,10.65,,
CO TRIMOXAZOLE,BACTRIM,,,,,498.49,,
CO TRIMOXAZOLE,PHARMA-Q CO-TRIMOXAZOLE,,,,,498.49,,
CO TRIMOXAZOLE,PURBAC 5ML INJ,,,,,498.49,,
CODEINE/EPHEDRINE/PROMETHAZINE,DEQUA-COFF,,,,,21.13,,
CODEINE/EPHEDRINE/PROMETHAZINE,LENAZINE FORTE,,,,,21.13,,
CODEINE/EPHEDRINE/PROMETHAZINE,PHENSEDYL,,,,,21.13,,
COLCHICINE,ASPEN COLCHICINE DS,,,,,24.6,,
COLCHICINE,COLCHICINE HOUDE,,,,,24.6,,
CYCLIZINE HCL,ACULOID,,,,,21.5,,
CYCLIZINE HCL,ADCO-CYCLIZINE,,,,,21.5,,
CYCLIZINE HCL,COVAMET,,,,,21.5,,
CYCLIZINE HCL,DISCHEM EMITEX,,,,,21.5,,
CYCLIZINE HCL,MEDAZINE NAUSEA,,,,,21.5,,
CYCLIZINE HCL,NAUZINE,,,,,21.5,,
CYCLIZINE HCL,PINALOID,,,,,21.5,,
CYCLIZINE HCL,TRIAZINE,,,,,21.5,,
CYCLIZINE HCL,VALOID,,,,,21.5,,
CYCLIZINE HCL,ACULOID,,,,,18.47,,
CYCLIZINE HCL,ADCO-CYCLIZINE,,,,,18.47,,
CYCLIZINE HCL,CYCLOID,,,,,18.47,,
CYCLIZINE HCL,MEDAZINE-S,,,,,18.47,,
CYCLIZINE HCL,NAUZINE S,,,,,18.47,,
CYCLIZINE HCL,TRIAZINE,,,,,18.47,,
CYCLIZINE HCL,VALOID,,,,,18.47,,
CYCLIZINE HCL*,TRIAZINE PAED,,,,,47.16,,
CYCLIZINE HCL*,VALOID PAED,,,,,47.16,,
CYCLOPHOSPHAMIDE*,CYCLOCEL (NAMIBIA ONLY),,,,,153.58,,
CYCLOPHOSPHAMIDE*,ENDOXAN,,,,,153.58,,
CYCLOPHOSPHAMIDE*,CYCLOCEL (NAMIBIA ONLY),,,,,75,,
CYCLOPHOSPHAMIDE*,ENDOXAN,,,,,104.7,,
CYPROHEPTADINE HCL,CIPLA-ACTIN,,,,,42.11,,
CYPROHEPTADINE HCL,PERIACTIN,,,,,42.11,,
CYPROTERONE ACETATE*,ANDROCUR,,,,,667.67,,
CYPROTERONE ACETATE*,CIPLA-CYPROTERONE,,,,,667.67,,
CYPROTERONE ACETATE/ETHINYLESTRADIOL,DIANE - 35,,,,,139.02,,
CYPROTERONE ACETATE/ETHINYLESTRADIOL,DIVA-35,,,,,139.02,,
CYPROTERONE ACETATE/ETHINYLESTRADIOL,GINETTE,,,,,139.02,,
CYPROTERONE ACETATE/ETHINYLESTRADIOL,MINERVA,,,,,139.02,,
CYTARABINE*,CYTARABINE FAULDING,,,,,152.69,,
CYTARABINE*,CYTOSAR,,,,,152.69,,
CYTARABINE*,CYTALON (NAMIBIA),,,,,497.44,,
CYTARABINE*,CYTARINE,,,,,497.44,,
CYTARABINE*,CYTOSAR,,,,,497.44,,
CYTARABINE*,LARACIT,,,,,497.44,,
DARUNAVIR*,PREZISTA,,,,,307.87,,
DARUNAVIR*,PRIFTIN,,,,,307.87,,
DARUNAVIR*,PARANVIR,,,,,614.39,,
DARUNAVIR*,PREZISTA,,,,,614.39,,
DESLORATADINE,ADCO-DESLORATADINE,,,,,182.36,,
DESLORATADINE,DEHRIN,,,,,182.36,,
DESLORATADINE,DESELEX,,,,,182.36,,
DESLORATADINE,NEOCLARITYNE,,,,,182.36,,
DESLORATADINE,ACUHIST,,,,,130.17,,
DESLORATADINE,AERZIT,,,,,130.17,,
DESLORATADINE,CLAREX,,,,,130.17,,
DESLORATADINE,DAZIT,,,,,130.17,,
DESLORATADINE,DESAWAY,,,,,130.17,,
DESLORATADINE,DESELEX,,,,,130.17,,
DESLORATADINE,DESODENE,,,,,130.17,,
DESLORATADINE,DESOTAB,,,,,130.17,,
DESLORATADINE,NEOCLARITYNE,,,,,130.17,,
DESLORATADINE,NEOLORIDIN,,,,,130.17,,
DESLORATADINE,POLLENTYME ND,,,,,130.17,,
DESOGESTREL/ETHINYL OESTRADIOL*,MERCILON,,,,,112.59,,
DESOGESTREL/ETHINYL OESTRADIOL*,NOVYNETTE,,,,,112.59,,
DESVENLAFAXINE SUCCINATE*,EXLOV XR,,,,,559.84,,
DESVENLAFAXINE SUCCINATE*,EXSIRA,,,,,559.84,,
DESVENLAFAXINE SUCCINATE*,EXLOV XR,,,,,585.18,,
DESVENLAFAXINE SUCCINATE*,EXSIRA,,,,,585.18,,
DEXAMETHASONE PHOSPHATE*,DECASONE,,,,,549.01,,
DEXAMETHASONE PHOSPHATE*,DEXONA,,,,,549.01,,
DEXAMETHASONE PHOSPHATE*,FRESENIUS DEXAMETHASONE 4MG/ML,,,,,549.01,,
DEXAMETHASONE PHOSPHATE*,MYLAN DEXAMETHASONE,,,,,549.01,,
DEXAMETHASONE PHOSPHATE*,PHARMA-Q DEXAMETHASONE,,,,,549.01,,
DEXTROMETHORPHAN,BENYLIN DRY COUGH,,,,,30.37,,
DEXTROMETHORPHAN,DILINCT DRY,,,,,30.37,,
DIAZEPAM,A-LENNON DIAZEPAM,,,,,150.14,,
DIAZEPAM,PAX,,,,,150.14,,
DIAZEPAM,PHARMA-Q DIAZEPAM,,,,,150.14,,
DIAZEPAM,VALIUM,,,,,150.14,,
DIAZEPAM*,BETAPAM,,,,,381.69,,
DIAZEPAM*,DOVAL,,,,,381.69,,
DIAZEPAM*,DOVAL,,,,,381.69,,
DIAZEPAM*,VALIUM,,,,,381.69,,
DIAZEPAM,PAX,,,,,23.28,,
DIAZEPAM,VALIUM,,,,,23.28,,
DICLOFENAC FREE ACID,CATAFAST-D,,,,,44.47,,
DICLOFENAC FREE ACID,CATAFLAM D,,,,,44.47,,
DICLOFENAC FREE ACID,DICLOFLAM BLACKCURRANT,,,,,44.47,,
DICLOFENAC FREE ACID,DICLOFLAM PLAIN,,,,,44.47,,
DICLOFENAC POTASSIUM,DYNAK,,,,,18.18,,
DICLOFENAC POTASSIUM,K-FENAK,,,,,18.18,,
DICLOFENAC SODIUM,ADCO-DICLOFENAC,,,,,4.03,,
DICLOFENAC SODIUM,A-LENNON DICLOFENAC,,,,,4.03,,
DICLOFENAC SODIUM,DICLOFENAC BIOTECH,,,,,4.03,,
DICLOFENAC SODIUM,MYLAN DICLOFENAC,,,,,4.03,,
DICLOFENAC SODIUM,PANAMOR-25,,,,,4.03,,
DICLOFENAC SODIUM,VOLTAREN,,,,,4.03,,
DICLOFENAC SODIUM,ADCO-DICLOFENAC,,,,,4.56,,
DICLOFENAC SODIUM,A-LENNON DICLOFENAC,,,,,4.56,,
DICLOFENAC SODIUM,MYLAN DICLOFENAC,,,,,4.56,,
DICLOFENAC SODIUM,PANAMOR AT-50,,,,,4.56,,
DICLOFENAC SODIUM,VOLTAREN GT,,,,,4.56,,
DICLOFENAC SODIUM*,MOTIFINE,,,,,198.26,,
DICLOFENAC SODIUM*,PANAMOR SR,,,,,198.26,,
DICLOFENAC SODIUM*,VELTEX CR,,,,,198.26,,
DICLOFENAC SODIUM*,VOLTAREN,,,,,198.26,,
DICLOFENAC SODIUM,ACU-DICLOFENAC,,,,,22.01,,
DICLOFENAC SODIUM,AUSTELL-DICLOFENAC SODIUM,,,,,22.01,,
DICLOFENAC SODIUM,BIO-DICLOFENAC,,,,,22.01,,
DICLOFENAC SODIUM,DIFENJECT,,,,,22.01,,
DICLOFENAC SODIUM,FORTFEN,,,,,22.01,,
DICLOFENAC SODIUM,PHARMA-Q DICLOFENAC,,,,,22.01,,
DICLOFENAC SODIUM,TRIO-DICLOFENAC,,,,,22.01,,
DICLOFENAC SODIUM,VOLTAREN 3ML,,,,,22.01,,
DICLOFENAC SODIUM,ATHRU-DERM,,,,,78.24,,
DICLOFENAC SODIUM,PANAMOR GEL,,,,,78.24,,
DICLOFENAC SODIUM,VOLTAREN EMULGEL,,,,,78.24,,
DICLOFENAC SODIUM,PANAMOR SUPP-12.5,,,,,31.46,,
DICLOFENAC SODIUM,VOLTAREN,,,,,31.46,,
DICLOFENAC SODIUM,PANAMOR SUPP-25,,,,,74.27,,
DICLOFENAC SODIUM,VOLTAREN,,,,,74.27,,
DICLOFENAC SODIUM,A-LENNON DICLOFENAC,,,,,65.46,,
DICLOFENAC SODIUM,DICLOHEXAL,,,,,65.46,,
DICLOFENAC SODIUM,PANAMOR SUPP-100,,,,,65.46,,
DICLOFENAC SODIUM,VOLTAREN,,,,,65.46,,
DICLOFENAC SODIUM*,DICLOFENAC BIOTECH SR,,,,,206.61,,
DICLOFENAC SODIUM*,DIFEN SR,,,,,206.61,,
DICLOFENAC SODIUM*,FORTFEN SR,,,,,206.61,,
DICLOFENAC SODIUM*,PANAMOR SR,,,,,206.61,,
DICLOFENAC SODIUM*,VELTEX CR,,,,,206.61,,
DICLOFENAC SODIUM*,VOLTAREN SR,,,,,206.61,,
DICYCLOMINE/ALUM HYDROXIDE/MAG OXIDE,ALUMAG D,,,,,12.17,,
DICYCLOMINE/ALUM HYDROXIDE/MAG OXIDE,AMGEL,,,,,12.17,,
DICYCLOMINE/ALUM HYDROXIDE/MAG OXIDE,CO-GEL,,,,,12.17,,
DICYCLOMINE/ALUM HYDROXIDE/MAG OXIDE,DICYCLOMINE CO,,,,,12.17,,
DICYCLOMINE/ALUM HYDROXIDE/MAG OXIDE,GELUMEN,,,,,12.17,,
DIOSMECTITE*,SMECTAGO,,,,,74.24,,
DIOSMECTITE*,SMECTA,,,,,74.24,,
DIOSMECTITE*,SMECTA,,,,,74.24,,
DIOSMECTITE*,CATIDRAL DIOSMECTITE AND ELECT,,,,,74.24,,
DIPHENHYDRAMINE/AMMONIUM CL/SODIUM CITRATE,AMCOUGH,,,,,4.46,,
DIPHENHYDRAMINE/AMMONIUM CL/SODIUM CITRATE,BECOF SYRP,,,,,4.46,,
DIPHENHYDRAMINE/AMMONIUM CL/SODIUM CITRATE,BENCOUGH,,,,,4.46,,
DIPHENHYDRAMINE/AMMONIUM CL/SODIUM CITRATE,HISTODOR,,,,,4.46,,
DIPHENHYDRAMINE/AMMONIUM CL/SODIUM CITRATE,MEDILYN,,,,,4.46,,
DIPHENHYDRAMINE/AMMONIUM CL/SODIUM CITRATE,RELIEF-COFF,,,,,4.46,,
DOCETAXEL,ADCO-DOCETAXEL,,,,,689.5,,
DOCETAXEL,CIPLA DOCETAXEL,,,,,689.5,,
DOCETAXEL,DOCETAXEL ACCORD,,,,,689.5,,
DOCETAXEL,DOCETERE,,,,,689.5,,
DOCETAXEL,ERIOX,,,,,689.5,,
DOCETAXEL,EUROTAX,,,,,689.5,,
DOCETAXEL,TAXOTERE,,,,,689.5,,
DOCETAXEL,ADCO-DOCETAXEL,,,,,2 757.96,,
DOCETAXEL,CIPLA DOCETAXEL,,,,,2 757.96,,
DOCETAXEL,DOCETAXEL ACCORD,,,,,2 757.96,,
DOCETAXEL,DOCETAXEL ACCORD,,,,,2 757.96,,
DOCETAXEL,DOCETERE,,,,,2 757.96,,
DOCETAXEL,EUROTAX,,,,,2 757.96,,
DOCETAXEL,ERIOX,,,,,2 757.96,,
DOCETAXEL,TAXOTERE,,,,,2 757.96,,
DOLUTEGRAVIR,HETVIR,,,,,683.69,,
DOLUTEGRAVIR,INSTGRA,,,,,683.69,,
DOLUTEGRAVIR,INSTGRA (NAMIBIA),,,,,683.69,,
DOLUTEGRAVIR,LOPIMUNE,,,,,683.69,,
DOLUTEGRAVIR,MYTELGA,,,,,683.69,,
DOLUTEGRAVIR,OLEGRA,,,,,683.69,,
DOLUTEGRAVIR,TEGEM,,,,,683.69,,
DOLUTEGRAVIR,TEGRAD(NAMIBIA),,,,,683.69,,
DOLUTEGRAVIR,TIVICAY,,,,,683.69,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,ACRIPTIGA,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,DALIMUNE,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,DOVOMIL,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,EMDOLIEN,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,KOVATRAX,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,LANOGRAV,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,LAVEM,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,LUVIGEN,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,MILUTIN,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,NUVACO,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,ODYSTRA,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,RANEGA,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,REYDIN,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,TELATRI,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,TELDY (NAMIBIA),,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,TEMIV,,,,,318,,
DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR,VIRATEN,,,,,318,,
