nappi_code,active_ingredients,product_name,ranking,promotion_from,promotion_to,promotion_price,regular_price,,NOTES:
806919,CIMETIDINE,HEXAMET,,,,,41.65,,
736260,CIMETIDINE,LENAMET,,,,,41.65,,
820652,CIMETIDINE,LENAMET,,,,,88.94,,
703601,CIMETIDINE,PHARMA-Q CIMETIDINE,,,,,88.94,,
838276,CIMETIDINE,SABAX CIMETIDINE 2ML INJ,,,,,88.94,,
704024,CINNARIZINE,SANDOZ CINNARIZINE,,,,,17.26,,
767123,CINNARIZINE,STUGERON,,,,,17.26,,
704353,CIPROFLOXACIN,AUSTELL-CIPROFLOXACIN,,,,,17.42,,
713792,CIPROFLOXACIN,BIOTECH CIPROFLOXACIN,,,,,17.42,,
893951,CIPROFLOXACIN,CIFLOC 250,,,,,17.42,,
892140,CIPROFLOXACIN,CIFRAN 250MG,,,,,17.42,,
702377,CIPROFLOXACIN,CIPLOXX,,,,,17.42,,
784354,CIPROFLOXACIN,CIPROBAY,,,,,17.42,,
716518,CIPROFLOXACIN,CIPROFLOXACIN ACTOR,,,,,17.42,,
703043,CIPROFLOXACIN,CIPROGEN,,,,,17.42,,
704777,CIPROFLOXACIN,CIPROL,,,,,17.42,,
700284,CIPROFLOXACIN,CPL ALLIANCE CIPROFLOXACIN,,,,,17.42,,
713361,CIPROFLOXACIN,LOXIP,,,,,17.42,,
719659,CIPROFLOXACIN,PROFLOXIN,,,,,17.42,,
708015,CIPROFLOXACIN,SIMAYLA CIPROFLOXACIN,,,,,17.42,,
704351,CIPROFLOXACIN,AUSTELL-CIPROFLOXACIN,,,,,23.27,,
3000796,CIPROFLOXACIN,BIOFLOXX,,,,,23.27,,
713793,CIPROFLOXACIN,BIOTECH CIPROFLOXACIN,,,,,23.27,,
893955,CIPROFLOXACIN,CIFLOC 500,,,,,23.27,,
892147,CIPROFLOXACIN,CIFRAN,,,,,23.27,,
702379,CIPROFLOXACIN,CIPLOXX,,,,,23.27,,
786403,CIPROFLOXACIN,CIPROBAY,,,,,23.27,,
716519,CIPROFLOXACIN,CIPROFLOXACIN ACTOR,,,,,23.27,,
723383,CIPROFLOXACIN,CIPROFLOXACIN UNICORN,,,,,23.27,,
703045,CIPROFLOXACIN,CIPROGEN,,,,,23.27,,
704775,CIPROFLOXACIN,CIPROL,,,,,23.27,,
722451,CIPROFLOXACIN,CIPROMED (NAMIBIA ONLY),,,,,23.27,,
717756,CIPROFLOXACIN,COFLOX (NAMIBIA ONLY),,,,,23.27,,
700287,CIPROFLOXACIN,CPL ALLIANCE CIPROFLOXACIN,,,,,23.27,,
700518,CIPROFLOXACIN,DYNAFLOC,,,,,23.27,,
720331,CIPROFLOXACIN,FLOPRO,,,,,23.27,,
713362,CIPROFLOXACIN,LOXIP,,,,,23.27,,
701210,CIPROFLOXACIN,ORPIC 500MG,,,,,23.27,,
719660,CIPROFLOXACIN,PROFLOXIN,,,,,23.27,,
708014,CIPROFLOXACIN,SIMAYLA CIPROFLOXACIN,,,,,23.27,,
718709,CIPROFLOXACIN,ZYBACT,,,,,23.27,,
704352,CIPROFLOXACIN,AUSTELL-CIPROFLOXACIN,,,,,1 046.81,,
713794,CIPROFLOXACIN,BIOTECH CIPROFLOXACIN,,,,,1 046.81,,
784362,CIPROFLOXACIN,CIPROBAY,,,,,1 046.81,,
786977,CIPROFLOXACIN,CIPROBAY,,,,,31.11,,
714985,CIPROFLOXACIN,CIPROCINA,,,,,31.11,,
709452,CIPROFLOXACIN,ORPIC,,,,,31.11,,
707699,CIPROFLOXACIN,SABAX CIPROFLOXACIN,,,,,31.11,,
709903,CIPROFLOXACIN,SPEC-TOPISTIN,,,,,31.11,,
786969,CIPROFLOXACIN,CIPROBAY,,,,,62.19,,
714986,CIPROFLOXACIN,CIPROCINA,,,,,62.19,,
722868,CIPROFLOXACIN,CIPROFLOXACIN FRESENIUS,,,,,62.19,,
722869,CIPROFLOXACIN,CIPROFLOXACIN FRESENIUS 200ML,,,,,62.19,,
709930,CIPROFLOXACIN,CIPROGEN,,,,,62.19,,
709455,CIPROFLOXACIN,ORPIC,,,,,62.19,,
707700,CIPROFLOXACIN,SABAX CIPROFLOXACIN,,,,,62.19,,
706560,CIPROFLOXACIN,SPEC-TOPISTIN,,,,,62.19,,
819581,CIPROFLOXACIN,CIPROBAY,,,,,124.38,,
714987,CIPROFLOXACIN,CIPROCINA,,,,,124.38,,
709931,CIPROFLOXACIN,CIPROGEN,,,,,124.38,,
3000373,CIPROFLOXACIN,FLOQIN 100ML,,,,,124.38,,
3000374,CIPROFLOXACIN,FLOQIN 200ML,,,,,124.38,,
709456,CIPROFLOXACIN,ORPIC,,,,,124.38,,
707701,CIPROFLOXACIN,SABAX CIPROFLOXACIN,,,,,124.38,,
705366,CIPROFLOXACIN,SPEC-TOPISTIN,,,,,124.38,,
719415,CIPROFLOXACIN*,CEPROLEN 0.3% EYE DROPS 5ML,,,,,171.07,,
794104,CIPROFLOXACIN*,CILOXAN 3MG/ML DROPS,,,,,171.07,,
720733,CIPROFLOXACIN*,FOXIN 0.3% DROPS 5ML,,,,,171.07,,
723496,CISATRACURIUM AS BESYLATE*,CISATRACURIUM SAFELINE,,,,,353.58,,
722941,CISATRACURIUM AS BESYLATE*,CISTRAX,,,,,353.58,,
827959,CISATRACURIUM AS BESYLATE*,NIMBEX,,,,,353.58,,
723497,CISATRACURIUM AS BESYLATE*,CISATRACURIUM SAFELINE,,,,,430.02,,
722942,CISATRACURIUM AS BESYLATE*,CISTRAX,,,,,430.02,,
827967,CISATRACURIUM AS BESYLATE*,NIMBEX,,,,,430.02,,
720381,CISPLATIN,CISACOR,,,,,84.36,,
723941,CISPLATIN,PLATIFIRST,,,,,84.36,,
720382,CISPLATIN,CISACOR,,,,,310.80,,
0873327,CISPLATIN,KEMOPLAT,,,,,310.80,,
723942,CISPLATIN,PLATIFIRST,,,,,310.80,,
825571,CISPLATIN,PLATOSIN RTU 50-100,,,,,310.80,,
717372,CITALOPRAM HBR,ACTI-LIFT,,,,,69.73,,
702769,CITALOPRAM HBR,ADCO-TALOMIL,,,,,69.73,,
713583,CITALOPRAM HBR,ARROW CITALOPRAM,,,,,69.73,,
707398,CITALOPRAM HBR,AUSTELL-CITALOPRAM,,,,,69.73,,
717094,CITALOPRAM HBR,BIO-CITALOPRAM,,,,,69.73,,
707888,CITALOPRAM HBR,CILATE,,,,,69.73,,
700157,CITALOPRAM HBR,CILIFT,,,,,69.73,,
711988,CITALOPRAM HBR,CILORAM,,,,,69.73,,
810622,CITALOPRAM HBR,CIPRAMIL,,,,,69.73,,
716521,CITALOPRAM HBR,CITALOPRAM ACTOR,,,,,69.73,,
3000328,CITALOPRAM HBR,CITALOPRAM 20 OETHMAAN,,,,,69.73,,
709407,CITALOPRAM HBR,CITALOPRAM-WINTHROP,,,,,69.73,,
704328,CITALOPRAM HBR,DEPRAMIL,,,,,69.73,,
3001172,CITALOPRAM HBR,GULF CITALOPRAM,,,,,69.73,,
713356,CITALOPRAM HBR,RECITA,,,,,69.73,,
713584,CITALOPRAM HBR,ARROW CITALOPRAM,,,,,130.84,,
707397,CITALOPRAM HBR,AUSTELL-CITALOPRAM,,,,,130.84,,
705252,CITALOPRAM HBR,DEPRAMIL,,,,,130.84,,
820059,CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,ADCO-SODASOL,,,,,47.33,,
816256,CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,ALKAFIZZ,,,,,47.33,,
715589,CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,CITRO-SODA CRANBERRY GRANULES,,,,,47.33,,
821837,CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,CITRO-SODA PLAIN,,,,,47.33,,
712312,CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,MEDI SODA,,,,,47.33,,
3001528,CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,MEDI-SODA CRANBERRY,,,,,47.33,,
711378,CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,SMART SODA,,,,,47.33,,
715590,CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,CITRO-SODA CRANBERRY,,,,,81.86,,
832588,CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,CITRO-SODA SACHETS  GRAN,,,,,81.86,,
710639,CITRIC ACID/SOD BICARB/SOD CIT/TART ACID*,SMART-SODA GRAN,,,,,81.86,,
704032,CLARITHROMYCIN,CLACEE,,,,,100.13,,
720976,CLARITHROMYCIN,KLARIBIN,,,,,100.13,,
707255,CLARITHROMYCIN,KLARIZON,,,,,100.13,,
716675,CLARITHROMYCIN,KLARYVID,,,,,100.13,,
707662,CLARITHROMYCIN,APEX-CLARITHROMYCIN,,,,,105.92,,
704033,CLARITHROMYCIN,CLACEE,,,,,105.92,,
705031,CLARITHROMYCIN,CLARIHEXAL,,,,,105.92,,
721268,CLARITHROMYCIN,CLARITHROMYCIN UNICORN LX,,,,,105.92,,
720977,CLARITHROMYCIN,KLARIBIN,,,,,105.92,,
704464,CLARITHROMYCIN,KLARITHRAN,,,,,105.92,,
707256,CLARITHROMYCIN,KLARIZON,,,,,105.92,,
719921,CLARITHROMYCIN,KLARYVID,,,,,105.92,,
705416,CLARITHROMYCIN,MYLAN CLARITHROMYCIN,,,,,105.92,,
717722,CLARITHROMYCIN,CLARIHEXAL XL,,,,,104.99,,
841552,CLARITHROMYCIN,KLACID XL,,,,,104.99,,
707761,CLARITHROMYCIN,KLARITHRAN MR,,,,,104.99,,
716627,CLARITHROMYCIN,CLAREN,,,,,67.87,,
706758,CLARITHROMYCIN,CLARIHEXAL P125,,,,,67.87,,
830046,CLARITHROMYCIN,KLACID P125,,,,,67.87,,
707357,CLARITHROMYCIN,KLARIBIN,,,,,67.87,,
704649,CLARITHROMYCIN,KLARITHRAN,,,,,67.87,,
716628,CLARITHROMYCIN,CLAREN,,,,,183.48,,
706759,CLARITHROMYCIN,CLARIHEXAL P125,,,,,183.48,,
830054,CLARITHROMYCIN,KLACID P250,,,,,183.48,,
707358,CLARITHROMYCIN,KLARIBIN,,,,,183.48,,
704650,CLARITHROMYCIN,KLARITHRAN,,,,,183.48,,
849960,CLINDAMYCIN HCL,CLINDAHEXAL,,,,,400.96,,
717347,CLINDAMYCIN HCL,DALACIN C,,,,,400.96,,
701051,CLINDAMYCIN HCL,CLINDAMYCIN-FRES 4ML,,,,,351.24,,
717355,CLINDAMYCIN HCL,DALACIN C 4ML,,,,,351.24,,
703672,CLINDAMYCIN HCL,PHARMA-Q CLINDAMYCIN,,,,,351.24,,
714771,CLOMIPHENE CITRATE,CLOMID,,,,,50.75,,
884980,CLOMIPHENE CITRATE,CLOMIHEXAL,,,,,50.75,,
722759,CLOMIPHENE CITRATE,FERTAB,,,,,50.75,,
840270,CLOMIPHENE CITRATE,FERTOMID,,,,,50.75,,
720336,CLOMIPHENE CITRATE,OVA-MIT,,,,,50.75,,
3000464,CLOMIPHENE CITRATE,RUBITAB,,,,,50.75,,
847410,CLOMIPRAMINE HC,EQUINORM,,,,,299.91,,
703419,CLOMIPRAMINE HCL,ANAFRANIL,,,,,299.91,,
703427,CLOMIPRAMINE HCL,ANAFRANIL,,,,,356.18,,
703381,CLOMIPRAMINE HCL,CLOMIDEP,,,,,356.18,,
847429,CLOMIPRAMINE HCL,EQUINORM,,,,,356.18,,
721545,CLONAZEPAM*,CLONAM,,,,,174.38,,
761079,CLONAZEPAM*,RIVOTRIL,,,,,174.38,,
721546,CLONAZEPAM*,CLONAM,,,,,400.51,,
761087,CLONAZEPAM*,RIVOTRIL,,,,,400.51,,
719884,CLOPIDOGREL,ACTICLOP,,,,,162.30,,
716667,CLOPIDOGREL,ARROW CLOPIDOGREL,,,,,162.30,,
721968,CLOPIDOGREL,CLOPIDOGREL BIOTECH,,,,,162.30,,
722438,CLOPIDOGREL,CLOPIDOGREL UNICORN,,,,,162.30,,
711440,CLOPIDOGREL,CLOPIWIN,,,,,162.30,,
721326,CLOPIDOGREL,CLOSOLVE,,,,,162.30,,
3001355,CLOPIDOGREL,DEPLATT,,,,,162.30,,
714293,CLOPIDOGREL,PD CLOPIDOGREL,,,,,162.30,,
711423,CLOPIDOGREL,PLAGROL,,,,,162.30,,
874965,CLOPIDOGREL,PLAVIX,,,,,162.30,,
3000177,CLOPIDOGREL,ZYKLOT,,,,,162.30,,
793493,CLOTRIMAZOLE,ADCO-NORMOSPOR,,,,,14.70,,
826952,CLOTRIMAZOLE,A-POR,,,,,14.70,,
796336,CLOTRIMAZOLE,CANALBA,,,,,14.70,,
788554,CLOTRIMAZOLE,CANDASPOR 1%,,,,,14.70,,
797006,CLOTRIMAZOLE,CANDIZOLE  TOP,,,,,14.70,,
712205,CLOTRIMAZOLE,CANESTEN,,,,,14.70,,
824011,CLOTRIMAZOLE,CANEX TOP,,,,,14.70,,
878421,CLOTRIMAZOLE,CLOMADERM,,,,,14.70,,
798150,CLOTRIMAZOLE,CLOTRIMAZOLE TOPICAL BIOTECH,,,,,14.70,,
711138,CLOTRIMAZOLE,INNOSPORE,,,,,14.70,,
716106,CLOTRIMAZOLE,INNOSPORE,,,,,14.70,,
799696,CLOTRIMAZOLE,MEDASPOR,,,,,14.70,,
799505,CLOTRIMAZOLE,MICOMISAN,,,,,14.70,,
839639,CLOTRIMAZOLE,TRIMAZE,,,,,14.70,,
816299,CLOTRIMAZOLE,XERASPOR-T,,,,,14.70,,
832421,CLOTRIMAZOLE,ADCO-NORMOSPOR,,,,,27.98,,
826960,CLOTRIMAZOLE,A-POR,,,,,27.98,,
831875,CLOTRIMAZOLE,CANALBA VAG,,,,,27.98,,
831883,CLOTRIMAZOLE,CANDASPOR VAG,,,,,27.98,,
832596,CLOTRIMAZOLE,CANDIZOLE V,,,,,27.98,,
703548,CLOTRIMAZOLE,CANESTEN 1%,,,,,27.98,,
831905,CLOTRIMAZOLE,CANESTEN 1%,,,,,27.98,,
831913,CLOTRIMAZOLE,CANEX VAG,,,,,27.98,,
832332,CLOTRIMAZOLE,COVOSPOR VAG,,,,,27.98,,
878448,CLOTRIMAZOLE,GYNEZOL,,,,,27.98,,
832391,CLOTRIMAZOLE,MEDASPOR VAG,,,,,27.98,,
832405,CLOTRIMAZOLE,MICOMISAN,,,,,27.98,,
702574,CLOTRIMAZOLE,PINASPOR VAG,,,,,27.98,,
832499,CLOTRIMAZOLE,XERASPOR-V,,,,,27.98,,
721418,CLOTRIMAZOLE,CANDID V1 VAG,,,,,80.00,,
712264,CLOTRIMAZOLE,CANESTEN VAG,,,,,80.00,,
717842,CLOTRIMAZOLE,CANESTEN VAG,,,,,80.00,,
722431,CLOTRIMAZOLE,IMAZOLE V-500,,,,,80.00,,
712213,CLOTRIMAZOLE*,CANESTEN VAG,,,,,179.83,,
717811,CLOTRIMAZOLE*,GLENMARK CLOTRIMAZOLE,,,,,179.83,,
3000992,CLOXACILLIN SODIUM,BGM CLOXACILLIN SODIUM (S21),,,,,170.50,,
3000063,CLOXACILLIN SODIUM,CLOXABIOTIC (NAMIBIA ONLY),,,,,170.50,,
701087,CLOXACILLIN SODIUM,CLOXACILLIN-FRESENIUS,,,,,170.50,,
717081,CLOZAPINE,ASPEN CLOZAPINE,,,,,319.13,,
700176,CLOZAPINE,CLOMENT,,,,,319.13,,
705844,CLOZAPINE,CLOZAPINE 25 OETHMAAN,,,,,319.13,,
736708,CLOZAPINE,LEPONEX,,,,,319.13,,
717082,CLOZAPINE,ASPEN CLOZAPINE,,,,,967.83,,
700178,CLOZAPINE,CLOMENT,,,,,967.83,,
736716,CLOZAPINE,LEPONEX,,,,,967.83,,
706434,CO TRIMOXAZOLE,BACTRIM ADULT,,,,,245.43,,
773603,CO TRIMOXAZOLE,CO-TRIMOXAZOLE 480 BIOTECH,,,,,245.43,,
716731,CO TRIMOXAZOLE,COZOLE,,,,,245.43,,
721751,CO TRIMOXAZOLE,DUROBAC,,,,,245.43,,
704095,CO TRIMOXAZOLE,ILVITRIM,,,,,245.43,,
735698,CO TRIMOXAZOLE,LAGATRIM,,,,,245.43,,
3000786,CO TRIMOXAZOLE,NOVATRIM,,,,,245.43,,
867977,CO TRIMOXAZOLE,NUCOTRIM,,,,,245.43,,
758248,CO TRIMOXAZOLE,PURBAC ADULT,,,,,245.43,,
715609,CO TRIMOXAZOLE,TRIXAZOLE,,,,,245.43,,
793698,CO TRIMOXAZOLE,XEROPRIM,,,,,245.43,,
706442,CO TRIMOXAZOLE,BACTRIM DS,,,,,38.25,,
782793,CO TRIMOXAZOLE,CO-TRIMOXAZOLE 960 BIOTECH,,,,,38.25,,
3000247,CO TRIMOXAZOLE,CO-TRIMOXAZOLE ASCENDIS DS,,,,,38.25,,
721778,CO TRIMOXAZOLE,DUROBAC,,,,,38.25,,
719286,CO TRIMOXAZOLE,DUROBAC DS,,,,,38.25,,
758256,CO TRIMOXAZOLE,PURBAC DS,,,,,38.25,,
779881,CO TRIMOXAZOLE,CO-TRIM,,,,,10.65,,
894842,CO TRIMOXAZOLE,DOCTRIM,,,,,10.65,,
705259,CO TRIMOXAZOLE,ILVITRIM,,,,,10.65,,
793310,CO TRIMOXAZOLE,NOVATRIM,,,,,10.65,,
758221,CO TRIMOXAZOLE,PURBAC,,,,,10.65,,
816337,CO TRIMOXAZOLE,XERAZOLE,,,,,10.65,,
706418,CO TRIMOXAZOLE,BACTRIM,,,,,498.49,,
701743,CO TRIMOXAZOLE,PHARMA-Q CO-TRIMOXAZOLE,,,,,498.49,,
785644,CO TRIMOXAZOLE,PURBAC 5ML INJ,,,,,498.49,,
717606,CODEINE/EPHEDRINE/PROMETHAZINE,DEQUA-COFF,,,,,21.13,,
736236,CODEINE/EPHEDRINE/PROMETHAZINE,LENAZINE FORTE,,,,,21.13,,
754846,CODEINE/EPHEDRINE/PROMETHAZINE,PHENSEDYL,,,,,21.13,,
722289,COLCHICINE,ASPEN COLCHICINE DS,,,,,24.60,,
715298,COLCHICINE,COLCHICINE HOUDE,,,,,24.60,,
792217,CYCLIZINE HCL,ACULOID,,,,,21.50,,
808954,CYCLIZINE HCL,ADCO-CYCLIZINE,,,,,21.50,,
809322,CYCLIZINE HCL,COVAMET,,,,,21.50,,
811513,CYCLIZINE HCL,DISCHEM EMITEX,,,,,21.50,,
792853,CYCLIZINE HCL,MEDAZINE NAUSEA,,,,,21.50,,
799424,CYCLIZINE HCL,NAUZINE,,,,,21.50,,
702573,CYCLIZINE HCL,PINALOID,,,,,21.50,,
772143,CYCLIZINE HCL,TRIAZINE,,,,,21.50,,
774634,CYCLIZINE HCL,VALOID,,,,,21.50,,
792225,CYCLIZINE HCL,ACULOID,,,,,18.47,,
808962,CYCLIZINE HCL,ADCO-CYCLIZINE,,,,,18.47,,
3001077,CYCLIZINE HCL,CYCLOID,,,,,18.47,,
792845,CYCLIZINE HCL,MEDAZINE-S,,,,,18.47,,
820571,CYCLIZINE HCL,NAUZINE S,,,,,18.47,,
796700,CYCLIZINE HCL,TRIAZINE,,,,,18.47,,
774642,CYCLIZINE HCL,VALOID,,,,,18.47,,
772135,CYCLIZINE HCL*,TRIAZINE PAED,,,,,47.16,,
774618,CYCLIZINE HCL*,VALOID PAED,,,,,47.16,,
723909,CYCLOPHOSPHAMIDE*,CYCLOCEL (NAMIBIA ONLY),,,,,153.58,,
723304,CYCLOPHOSPHAMIDE*,ENDOXAN,,,,,153.58,,
723908,CYCLOPHOSPHAMIDE*,CYCLOCEL (NAMIBIA ONLY),,,,,75.00,,
723282,CYCLOPHOSPHAMIDE*,ENDOXAN,,,,,104.70,,
701422,CYPROHEPTADINE HCL,CIPLA-ACTIN,,,,,42.11,,
753858,CYPROHEPTADINE HCL,PERIACTIN,,,,,42.11,,
703583,CYPROTERONE ACETATE*,ANDROCUR,,,,,667.67,,
899089,CYPROTERONE ACETATE*,CIPLA-CYPROTERONE,,,,,667.67,,
825859,CYPROTERONE ACETATE/ETHINYLESTRADIOL,DIANE - 35,,,,,139.02,,
707875,CYPROTERONE ACETATE/ETHINYLESTRADIOL,DIVA-35,,,,,139.02,,
897214,CYPROTERONE ACETATE/ETHINYLESTRADIOL,GINETTE,,,,,139.02,,
897311,CYPROTERONE ACETATE/ETHINYLESTRADIOL,MINERVA,,,,,139.02,,
861847,CYTARABINE*,CYTARABINE FAULDING,,,,,152.69,,
717207,CYTARABINE*,CYTOSAR,,,,,152.69,,
980123,CYTARABINE*,CYTALON (NAMIBIA),,,,,497.44,,
3000972,CYTARABINE*,CYTARINE,,,,,497.44,,
717215,CYTARABINE*,CYTOSAR,,,,,497.44,,
708730,CYTARABINE*,LARACIT,,,,,497.44,,
719710,DARUNAVIR*,PREZISTA,,,,,307.87,,
3001352,DARUNAVIR*,PRIFTIN,,,,,307.87,,
3001998,DARUNAVIR*,PARANVIR,,,,,614.39,,
3000049,DARUNAVIR*,PREZISTA,,,,,614.39,,
720915,DESLORATADINE,ADCO-DESLORATADINE,,,,,182.36,,
721616,DESLORATADINE,DEHRIN,,,,,182.36,,
702044,DESLORATADINE,DESELEX,,,,,182.36,,
720028,DESLORATADINE,NEOCLARITYNE,,,,,182.36,,
721528,DESLORATADINE,ACUHIST,,,,,130.17,,
722045,DESLORATADINE,AERZIT,,,,,130.17,,
719454,DESLORATADINE,CLAREX,,,,,130.17,,
709843,DESLORATADINE,DAZIT,,,,,130.17,,
714362,DESLORATADINE,DESAWAY,,,,,130.17,,
898658,DESLORATADINE,DESELEX,,,,,130.17,,
714103,DESLORATADINE,DESODENE,,,,,130.17,,
721853,DESLORATADINE,DESOTAB,,,,,130.17,,
718393,DESLORATADINE,NEOCLARITYNE,,,,,130.17,,
718710,DESLORATADINE,NEOLORIDIN,,,,,130.17,,
715715,DESLORATADINE,POLLENTYME ND,,,,,130.17,,
825972,DESOGESTREL/ETHINYL OESTRADIOL*,MERCILON,,,,,112.59,,
723085,DESOGESTREL/ETHINYL OESTRADIOL*,NOVYNETTE,,,,,112.59,,
3002750,DESVENLAFAXINE SUCCINATE*,EXLOV XR,,,,,559.84,,
720594,DESVENLAFAXINE SUCCINATE*,EXSIRA,,,,,559.84,,
3002751,DESVENLAFAXINE SUCCINATE*,EXLOV XR,,,,,585.18,,
720595,DESVENLAFAXINE SUCCINATE*,EXSIRA,,,,,585.18,,
818763,DEXAMETHASONE PHOSPHATE*,DECASONE,,,,,549.01,,
713730,DEXAMETHASONE PHOSPHATE*,DEXONA,,,,,549.01,,
720206,DEXAMETHASONE PHOSPHATE*,FRESENIUS DEXAMETHASONE 4MG/ML,,,,,549.01,,
718224,DEXAMETHASONE PHOSPHATE*,MYLAN DEXAMETHASONE,,,,,549.01,,
701589,DEXAMETHASONE PHOSPHATE*,PHARMA-Q DEXAMETHASONE,,,,,549.01,,
789119,DEXTROMETHORPHAN,BENYLIN DRY COUGH,,,,,30.37,,
708132,DEXTROMETHORPHAN,DILINCT DRY,,,,,30.37,,
825212,DIAZEPAM,A-LENNON DIAZEPAM,,,,,150.14,,
785296,DIAZEPAM,PAX,,,,,150.14,,
703598,DIAZEPAM,PHARMA-Q DIAZEPAM,,,,,150.14,,
774510,DIAZEPAM,VALIUM,,,,,150.14,,
708062,DIAZEPAM*,BETAPAM,,,,,381.69,,
721174,DIAZEPAM*,DOVAL,,,,,381.69,,
3002665,DIAZEPAM*,DOVAL,,,,,381.69,,
774472,DIAZEPAM*,VALIUM,,,,,381.69,,
753181,DIAZEPAM,PAX,,,,,23.28,,
774480,DIAZEPAM,VALIUM,,,,,23.28,,
715311,DICLOFENAC FREE ACID,CATAFAST-D,,,,,44.47,,
813036,DICLOFENAC FREE ACID,CATAFLAM D,,,,,44.47,,
888602,DICLOFENAC FREE ACID,DICLOFLAM BLACKCURRANT,,,,,44.47,,
707451,DICLOFENAC FREE ACID,DICLOFLAM PLAIN,,,,,44.47,,
705058,DICLOFENAC POTASSIUM,DYNAK,,,,,18.18,,
704384,DICLOFENAC POTASSIUM,K-FENAK,,,,,18.18,,
786594,DICLOFENAC SODIUM,ADCO-DICLOFENAC,,,,,4.03,,
893390,DICLOFENAC SODIUM,A-LENNON DICLOFENAC,,,,,4.03,,
718479,DICLOFENAC SODIUM,DICLOFENAC BIOTECH,,,,,4.03,,
786012,DICLOFENAC SODIUM,MYLAN DICLOFENAC,,,,,4.03,,
752371,DICLOFENAC SODIUM,PANAMOR-25,,,,,4.03,,
778206,DICLOFENAC SODIUM,VOLTAREN,,,,,4.03,,
788597,DICLOFENAC SODIUM,ADCO-DICLOFENAC,,,,,4.56,,
893391,DICLOFENAC SODIUM,A-LENNON DICLOFENAC,,,,,4.56,,
786020,DICLOFENAC SODIUM,MYLAN DICLOFENAC,,,,,4.56,,
752398,DICLOFENAC SODIUM,PANAMOR AT-50,,,,,4.56,,
778222,DICLOFENAC SODIUM,VOLTAREN GT,,,,,4.56,,
3001708,DICLOFENAC SODIUM*,MOTIFINE,,,,,198.26,,
827584,DICLOFENAC SODIUM*,PANAMOR SR,,,,,198.26,,
793663,DICLOFENAC SODIUM*,VELTEX CR,,,,,198.26,,
789240,DICLOFENAC SODIUM*,VOLTAREN,,,,,198.26,,
808601,DICLOFENAC SODIUM,ACU-DICLOFENAC,,,,,22.01,,
704361,DICLOFENAC SODIUM,AUSTELL-DICLOFENAC SODIUM,,,,,22.01,,
719679,DICLOFENAC SODIUM,BIO-DICLOFENAC,,,,,22.01,,
893201,DICLOFENAC SODIUM,DIFENJECT,,,,,22.01,,
799556,DICLOFENAC SODIUM,FORTFEN,,,,,22.01,,
899186,DICLOFENAC SODIUM,PHARMA-Q DICLOFENAC,,,,,22.01,,
895024,DICLOFENAC SODIUM,TRIO-DICLOFENAC,,,,,22.01,,
778249,DICLOFENAC SODIUM,VOLTAREN 3ML,,,,,22.01,,
852201,DICLOFENAC SODIUM,ATHRU-DERM,,,,,78.24,,
702511,DICLOFENAC SODIUM,PANAMOR GEL,,,,,78.24,,
778257,DICLOFENAC SODIUM,VOLTAREN EMULGEL,,,,,78.24,,
807605,DICLOFENAC SODIUM,PANAMOR SUPP-12.5,,,,,31.46,,
780855,DICLOFENAC SODIUM,VOLTAREN,,,,,31.46,,
807613,DICLOFENAC SODIUM,PANAMOR SUPP-25,,,,,74.27,,
780863,DICLOFENAC SODIUM,VOLTAREN,,,,,74.27,,
893398,DICLOFENAC SODIUM,A-LENNON DICLOFENAC,,,,,65.46,,
845272,DICLOFENAC SODIUM,DICLOHEXAL,,,,,65.46,,
807621,DICLOFENAC SODIUM,PANAMOR SUPP-100,,,,,65.46,,
778214,DICLOFENAC SODIUM,VOLTAREN,,,,,65.46,,
718480,DICLOFENAC SODIUM*,DICLOFENAC BIOTECH SR,,,,,206.61,,
706314,DICLOFENAC SODIUM*,DIFEN SR,,,,,206.61,,
791547,DICLOFENAC SODIUM*,FORTFEN SR,,,,,206.61,,
827592,DICLOFENAC SODIUM*,PANAMOR SR,,,,,206.61,,
787272,DICLOFENAC SODIUM*,VELTEX CR,,,,,206.61,,
778230,DICLOFENAC SODIUM*,VOLTAREN SR,,,,,206.61,,
703640,DICYCLOMINE/ALUM HYDROXIDE/MAG OXIDE,ALUMAG D,,,,,12.17,,
700771,DICYCLOMINE/ALUM HYDROXIDE/MAG OXIDE,AMGEL,,,,,12.17,,
782173,DICYCLOMINE/ALUM HYDROXIDE/MAG OXIDE,CO-GEL,,,,,12.17,,
702725,DICYCLOMINE/ALUM HYDROXIDE/MAG OXIDE,DICYCLOMINE CO,,,,,12.17,,
789933,DICYCLOMINE/ALUM HYDROXIDE/MAG OXIDE,GELUMEN,,,,,12.17,,
3000758,DIOSMECTITE*,SMECTAGO,,,,,74.24,,
713970,DIOSMECTITE*,SMECTA,,,,,74.24,,
722695,DIOSMECTITE*,SMECTA,,,,,74.24,,
