id,mnmp_code,active_ingredients,nappi_code,product_name,manufacturer,strength,dosage_form,pack_size,import_date
685,100099,CANDESARTAN CILEXETIL/HYDROCHLOROTHIAZIDE*,719453,CANDEPRES PLUS,ROL,16MG/12.5MG,TAB,28,2021-10-09
686,100099,CANDESARTAN CILEXETIL/HYDROCHLOROTHIAZIDE*,3000531,CANDESARTAN PLUS HTZ OETHMAAN,OET,16MG/12.5MG,TAB,28,2021-10-09
687,100099,CANDESARTAN CILEXETIL/HYDROCHLOROTHIAZIDE*,719506,MYLACAND PLUS,MKG,16MG/12.5MG,TAB,28,2021-10-09
688,100787,CAPECITABINE*,723214,CAPECITABINE SPECPHARM,SPP,150MG,TAB,60,2021-10-09
689,100787,CAPECITABINE*,3001285,CAPELODA,C-M,150MG,TAB,60,2021-10-09
690,100787,CAPECITABINE*,722783,CAPEXA,AOR,150MG,TAB,60,2021-10-09
691,100787,CAPECITABINE*,3003052,CAXETA,RAN,150MG,TAB,60,2021-10-09
692,100787,CAPECITABINE*,722962,PECASET,ERL,150MG,TAB,60,2021-10-09
693,100787,CAPECITABINE*,870072,XELODA,ROC,150MG,TAB,60,2021-10-09
694,100783,CAPECITABINE,723225,CAPECITABINE SPECPHARM,SPP,500MG,TAB,60,2021-10-09
695,100783,CAPECITABINE,3001286,CAPELODA,C-M,500MG,TAB,60,2021-10-09
696,100783,CAPECITABINE,722784,CAPEXA,AOR,500MG,TAB,60,2021-10-09
697,100783,CAPECITABINE,3003053,CAXETA,RAN,500MG,TAB,60,2021-10-09
698,100783,CAPECITABINE,722963,PECASET,ERL,500MG,TAB,60,2021-10-09
699,100783,CAPECITABINE,719706,XELOCEL (NAMIBIA ONLY),ERO,500MG,TAB,60,2021-10-09
700,100783,CAPECITABINE,870080,XELODA,ROC,500MG,TAB,60,2021-10-09
701,100083,CAPTOPRIL,852333,BIO-CAPTOPRIL (ACETEN),BTL,25MG,TAB,60,2021-10-09
702,100083,CAPTOPRIL,837636,CAPTOHEXAL,ROL,25MG,TAB,60,2021-10-09
703,100083,CAPTOPRIL,852619,MYLAN CAPTOPRIL,MKG,25MG,TAB,60,2021-10-09
704,100083,CAPTOPRIL,839779,ZAPTO,LIT,25MG,TAB,60,2021-10-09
705,100084,CAPTOPRIL,852341,BIO-CAPTOPRIL,BTL,50MG,TAB,60,2021-10-09
706,100084,CAPTOPRIL,899429,MYLAN CAPTOPRIL,MKG,50MG,TAB,60,2021-10-09
707,100669,CARBAMAZEPINE,712493,DEGRANOL,APM,200MG,TAB,100,2021-10-09
708,100669,CARBAMAZEPINE,3001174,GULF CARBAMAZEPINE,GUD,200MG,TAB,100,2021-10-09
709,100669,CARBAMAZEPINE,769398,TEGRETOL,NVT,200MG,TAB,100,2021-10-09
710,100669,CARBAMAZEPINE,715962,ZEPTOL,RAN,200MG,TAB,100,2021-10-09
711,100659,CARBIDOPA/LEVODOPA,824321,CARBILEV,APM,25MG/100MG,TAB,100,2021-10-09
712,100659,CARBIDOPA/LEVODOPA,3000000,LECARDOP,SUN,25MG/100MG,TAB,100,2021-10-09
713,100659,CARBIDOPA/LEVODOPA,764078,SINEMET,MSD,25MG/100MG,TAB,100,2021-10-09
714,100659,CARBIDOPA/LEVODOPA,710286,TEVA CARBI-LEVO,TEV,25MG/100MG,TAB,100,2021-10-09
715,100672,CARBIDOPA/LEVODOPA,824348,CARBILEV,APM,25MG/250MG,TAB,100,2021-10-09
716,100672,CARBIDOPA/LEVODOPA,3000001,LECARDOP,SUN,25MG/250MG,TAB,100,2021-10-09
717,100672,CARBIDOPA/LEVODOPA,764086,SINEMET,MSD,25MG/250MG,TAB,100,2021-10-09
718,100672,CARBIDOPA/LEVODOPA,710468,TEVA CARBI-LEVO,TEV,25MG/250MG,TAB,100,2021-10-09
719,100789,CARBIMAZOLE,717763,ANTITHYROX,ERO,5MG,TAB,100,2021-10-09
720,100789,CARBIMAZOLE,746398,NEO-MERCAZOLE,APM,5MG,TAB,100,2021-10-09
721,100090,CARBOCYSTEINE,783633,LESSMUSEC,BRU,375MG,CAP,30,2021-10-09
722,100090,CARBOCYSTEINE,723074,MUCOSOLV,C-M,375MG,CAP,30,2021-10-09
723,100090,CARBOCYSTEINE,744824,MUCOSPECT,APM,375MG,CAP,30,2021-10-09
724,100091,CARBOCYSTEINE,708151,BETAPHLEM,BET,250MG/5ML,SYR,200,2021-10-09
725,100091,CARBOCYSTEINE,710520,BRONCHETTE,APM,250MG/5ML,SYR,200,2021-10-09
726,100091,CARBOCYSTEINE,779814,CO-FLEM,APM,250MG/5ML,SYR,200,2021-10-09
727,100091,CARBOCYSTEINE,703394,DIS-CHEM MUCOLYTIC,APM,250MG/5ML,SYR,200,2021-10-09
728,100091,CARBOCYSTEINE,726451,FLEMEX,J&J,250MG/5ML,SYR,200,2021-10-09
729,100091,CARBOCYSTEINE,789739,FLEMGO,APC,250MG/5ML,SYR,200,2021-10-09
730,100091,CARBOCYSTEINE,785164,FLEMLITE,APM,250MG/5ML,SYR,200,2021-10-09
731,100091,CARBOCYSTEINE,717241,FLUSIN,APM,250MG/5ML,SYR,200,2021-10-09
732,100091,CARBOCYSTEINE,717745,FLUTEX,APM,250MG/5ML,SYR,200,2021-10-09
733,100091,CARBOCYSTEINE,794341,MUCOPAN,ADI,250MG/5ML,SYR,200,2021-10-09
734,100091,CARBOCYSTEINE,744816,MUCOSPECT,APM,250MG/5ML,SYR,200,2021-10-09
735,100673,CARBOPLATIN,711367,ACCORD-CARBOPLATIN,AOR,150MG/15ML,INJ,1,2021-10-09
736,100673,CARBOPLATIN,720402,ASPEN CARBOPLATIN,APM,150MG/15ML,INJ,1,2021-10-09
737,100673,CARBOPLATIN,825069,CARBOSIN,TEV,150MG/15ML,INJ,1,2021-10-09
738,100673,CARBOPLATIN,3000761,CARBOTEEN (NAMIBIA),CSI,150MG/15ML,INJ,1,2021-10-09
739,100673,CARBOPLATIN,840866,P&U CARBOPLATIN,PFI,150MG/15ML,INJ,1,2021-10-09
740,100674,CARBOPLATIN,711368,ACCORD-CARBOPLATIN,AOR,450MG/45ML,INJ,1,2021-10-09
741,100674,CARBOPLATIN,720403,ASPEN CARBOPLATIN,APM,450MG/45ML,INJ,1,2021-10-09
742,100674,CARBOPLATIN,704097,CARBOSIN,TEV,450MG/45ML,INJ,1,2021-10-09
743,100674,CARBOPLATIN,3000762,CARBOTEEN (NAMIBIA),CSI,450MG/45ML,INJ,1,2021-10-09
744,100674,CARBOPLATIN,840874,P&U CARBOPLATIN,PFI,450MG/45ML,INJ,1,2021-10-09
745,100092,CARVEDILOL,710339,ASPEN CARVEDILOL,LIT,12.5MG,TAB,30,2021-10-09
746,100092,CARVEDILOL,700168,CARLOC,C-M,12.5MG,TAB,30,2021-10-09
747,100092,CARVEDILOL,3000330,CARVEDILOL OETHMAAN,OET,12.5MG,TAB,30,2021-10-09
748,100092,CARVEDILOL,716743,CARVEDILOL UNICORN,UNC,12.5MG,TAB,30,2021-10-09
749,100092,CARVEDILOL,704671,CARVETREND,PDY,12.5MG,TAB,30,2021-10-09
750,100092,CARVEDILOL,836354,DILATREND,ROC,12.5MG,TAB,30,2021-10-09
751,100092,CARVEDILOL,3000278,RUBITREND,RUB,12.5MG,TAB,30,2021-10-09
752,100092,CARVEDILOL,710959,VEDIBLOK,WAT,12.5MG,TAB,30,2021-10-09
753,100093,CARVEDILOL,710338,ASPEN CARVEDILOL,LIT,6.25MG,TAB,30,2021-10-09
754,100093,CARVEDILOL,705459,CARLOC,C-M,6.25MG,TAB,30,2021-10-09
755,100093,CARVEDILOL,3000329,CARVEDILOL OETHMAAN,OET,6.25MG,TAB,30,2021-10-09
756,100093,CARVEDILOL,716742,CARVEDILOL UNICORN,UNC,6.25MG,TAB,30,2021-10-09
757,100093,CARVEDILOL,704670,CARVETREND,PDY,6.25MG,TAB,30,2021-10-09
758,100093,CARVEDILOL,833428,DILATREND,ROC,6.25MG,TAB,30,2021-10-09
759,100093,CARVEDILOL,3000276,RUBITREND,RUB,6.25MG,TAB,30,2021-10-09
760,100093,CARVEDILOL,710958,VEDIBLOK,WAT,6.25MG,TAB,30,2021-10-09
761,100094,CARVEDILOL,710340,ASPEN CARVEDILOL,LIT,25MG,TAB,30,2021-10-09
762,100094,CARVEDILOL,897117,CARLOC,C-M,25MG,TAB,30,2021-10-09
763,100094,CARVEDILOL,716744,CARVEDILOL UNICORN,UNC,25MG,TAB,30,2021-10-09
764,100094,CARVEDILOL,704672,CARVETREND,PDY,25MG,TAB,30,2021-10-09
765,100094,CARVEDILOL,788856,DILATREND,ROC,25MG,TAB,30,2021-10-09
766,100094,CARVEDILOL,3000281,RUBITREND,RUB,25MG,TAB,30,2021-10-09
767,100094,CARVEDILOL,710960,VEDIBLOK,ARS,25MG,TAB,30,2021-10-09
768,100806,CASPOFUNGIN ACETATE*,707123,CANCIDAS,MSD,5MG/ML,INF,1,2021-10-09
769,100806,CASPOFUNGIN ACETATE*,723774,CASFOLRED,DRE,5MG/ML,INF,1,2021-10-09
770,100806,CASPOFUNGIN ACETATE*,723734,MSD CASPOFUNGIN,MSD,5MG/ML,INF,1,2021-10-09
771,100807,CASPOFUNGIN ACETATE*,707124,CANCIDAS,MSD,7MG/ML,INF,1,2021-10-09
772,100807,CASPOFUNGIN ACETATE*,723777,CASFOLRED,DRE,7MG/ML,INF,1,2021-10-09
773,100807,CASPOFUNGIN ACETATE*,723733,MSD CASPOFUNGIN,MSD,7MG/ML,INF,1,2021-10-09
774,100248,CEFAZOLIN,701885,ASPEN CEFAZOLIN,LIT,0.5G,INJ,10,2021-10-09
775,100248,CEFAZOLIN,3001642,CEFAZOLIN OETHMAAN,OET,0.5G,INJ,10,2021-10-09
776,100248,CEFAZOLIN,735078,KEFZOL,ROL,0.5G,INJ,10,2021-10-09
777,100248,CEFAZOLIN,703372,SABAX CEFAZOLIN,AIC,0.5G,INJ,10,2021-10-09
778,100248,CEFAZOLIN,718070,ZEFKOL,LIT,0.5G,INJ,10,2021-10-09
779,100249,CEFAZOLIN,701884,ASPEN CEFAZOLIN,LIT,1G,INJ,10,2021-10-09
780,100249,CEFAZOLIN,840742,CEFAZOLIN-FRESENIUS,FSK,1G,INJ,10,2021-10-09
781,100249,CEFAZOLIN,722558,CRITIPEME,ROL,1G,INJ,10,2021-10-09
782,100249,CEFAZOLIN,805408,KEFZOL,ROL,1G,INJ,10,2021-10-09
783,100249,CEFAZOLIN,716193,MYLAN CEFAZOLIN,MKG,1G,INJ,10,2021-10-09
784,100249,CEFAZOLIN,703368,SABAX CEFAZOLIN,AIC,1G,INJ,10,2021-10-09
785,100249,CEFAZOLIN,718071,ZEFKOL,LIT,1G,INJ,10,2021-10-09
786,100647,CEFEPIME,713369,AURO-CEFEPIME,AUR,1G,INJ,1,2021-10-09
787,100647,CEFEPIME,721510,CEFEPIME ACTOR,ATP,1G,INJ,1,2021-10-09
788,100647,CEFEPIME,717816,CEFEPIME SAFELINE,SAE,1G,INJ,1,2021-10-09
789,100651,CEFEPIME,713370,AURO-CEFEPIME,AUR,2G,INJ,1,2021-10-09
790,100651,CEFEPIME,721511,CEFEPIME ACTOR,ATP,2G,INJ,1,2021-10-09
791,100651,CEFEPIME,717817,CEFEPIME SAFELINE,SAE,2G,INJ,1,2021-10-09
792,100651,CEFEPIME,722559,CRITIPEME,ROL,2G,INJ,1,2021-10-09
793,100975,CEFIXIME*,3002966,EXSEF,INA,400MG,TAB,15,2021-10-09
794,100975,CEFIXIME*,715656,FIXIME,MCK,400MG,TAB,15,2021-10-09
795,100217,CEFOTAXIME,708508,ADCO-CEFOTAXIME,ADI,0.5G,INJ,1,2021-10-09
796,100217,CEFOTAXIME,889203,ASPEN CEFOTAXIME,APM,0.5G,INJ,1,2021-10-09
797,100217,CEFOTAXIME,707289,AUSTELL-CEFOTAXIME,ASL,0.5G,INJ,1,2021-10-09
798,100217,CEFOTAXIME,714469,CEFOTAXIME FRESENIUS,FSK,0.5G,INJ,1,2021-10-09
799,100217,CEFOTAXIME,3000874,CEFOTAXIME OETHMAAN,OET,0.5G,INJ,1,2021-10-09
800,100217,CEFOTAXIME,710425,CLATAX,ROL,0.5G,INJ,1,2021-10-09
801,100217,CEFOTAXIME,703799,KEFOTAX,APM,0.5G,INJ,1,2021-10-09
802,100217,CEFOTAXIME,870749,KLAFOTAXIM,RAN,0.5G,INJ,1,2021-10-09
803,100217,CEFOTAXIME,714190,TAXOKEF,MDI,0.5G,INJ,1,2021-10-09
804,100218,CEFOTAXIME,708509,ADCO-CEFOTAXIME,ADI,1G,INJ,1,2021-10-09
805,100218,CEFOTAXIME,889199,ASPEN CEFOTAXIME,APM,1G,INJ,1,2021-10-09
806,100218,CEFOTAXIME,707290,AUSTELL-CEFOTAXIME,ASL,1G,INJ,1,2021-10-09
807,100218,CEFOTAXIME,714470,CEFOTAXIME FRESENIUS,FSK,1G,INJ,1,2021-10-09
808,100218,CEFOTAXIME,3000875,CEFOTAXIME OETHMAAN,OET,1G,INJ,1,2021-10-09
809,100218,CEFOTAXIME,710426,CLATAX,ROL,1G,INJ,1,2021-10-09
810,100218,CEFOTAXIME,703800,KEFOTAX,APM,1G,INJ,1,2021-10-09
811,100218,CEFOTAXIME,871338,KLAFOTAXIM,RAN,1G,INJ,1,2021-10-09
812,100218,CEFOTAXIME,714191,TAXOKEF,MDI,1G,INJ,1,2021-10-09
813,100790,CEFOXITIN,894026,PHARMACARE-CEFOXITIN,APM,1G,INJ,1,2021-10-09
814,100790,CEFOXITIN,703272,SABAX CEFOXITIN,AIC,1G,INJ,1,2021-10-09
815,100097,CEFPODOXIME PROXETIL,718334,ASPEN CEFPODOXIME,APM,200MG,TAB,10,2021-10-09
816,100097,CEFPODOXIME PROXETIL,703057,CEPODEM,RAN,200MG,TAB,10,2021-10-09
817,100097,CEFPODOXIME PROXETIL,714125,ORELOX,AVE,200MG,TAB,10,2021-10-09
818,100100,CEFPODOXIME PROXETIL,718333,ASPEN CEFPODOXIME,APM,100MG,TAB,10,2021-10-09
819,100100,CEFPODOXIME PROXETIL,716657,DYNA-CEFPODOXIME,PDY,100MG,TAB,10,2021-10-09
820,100100,CEFPODOXIME PROXETIL,789224,ORELOX,AVE,100MG,TAB,10,2021-10-09
821,100100,CEFPODOXIME PROXETIL,710125,SANDOZ CEFPODOXIME,ROL,100MG,TAB,10,2021-10-09
822,100101,CEFPODOXIME PROXETIL,719702,ASPEN CEFPODOXIME,APM,40MG/5ML,SUS,50,2021-10-09
823,100101,CEFPODOXIME PROXETIL,703058,CEPODEM,SUN,40MG/5ML,SUS,50,2021-10-09
824,100101,CEFPODOXIME PROXETIL,716658,DYNA-CEFPODOXIME,PDY,40MG/5ML,SUS,50,2021-10-09
825,100101,CEFPODOXIME PROXETIL,805165,ORELOX,AVE,40MG/5ML,SUS,50,2021-10-09
826,100101,CEFPODOXIME PROXETIL,710126,SANDOZ CEFPODOXIME,ROL,40MG/5ML,SUS,50,2021-10-09
827,100288,CEFPROXIL MONOYHYDRATE,715059,AUROPROZIL,ATP,250MG,TAB,10,2021-10-09
828,100288,CEFPROXIL MONOYHYDRATE,720375,LIZORP,AUR,250MG,TAB,10,2021-10-09
829,100289,CEFPROXIL MONOYHYDRATE,715075,AUROPROZIL,ATP,500MG,TAB,10,2021-10-09
830,100289,CEFPROXIL MONOYHYDRATE,720376,LIZORP,AUR,500MG,TAB,10,2021-10-09
831,100096,CEFTAZIDIME PENTAHYDRATE,710421,KEFTAZ,ROL,500MG,INJ,1,2021-10-09
832,100096,CEFTAZIDIME PENTAHYDRATE,705569,TAZIJECT,LIT,500MG,INJ,1,2021-10-09
833,100098,CEFTAZIDIME PENTAHYDRATE,3000876,CEFTAZIDIME OETHMAAN,OET,1G,INJ,1,2021-10-09
834,100098,CEFTAZIDIME PENTAHYDRATE,710422,KEFTAZ,ROL,1G,INJ,1,2021-10-09
835,100098,CEFTAZIDIME PENTAHYDRATE,705570,TAZIJECT,LIT,1G,INJ,1,2021-10-09
836,100115,CEFTAZIDIME PENTAHYDRATE,710424,KEFTAZ,ROL,2G,INJ,1,2021-10-09
837,100115,CEFTAZIDIME PENTAHYDRATE,705572,TAZIJECT,LIT,2G,INJ,1,2021-10-09
838,100155,CEFTRIAXONE,703463,ADCO CEFTRIAXONE,AIC,500MG,INJ,1,2021-10-09
839,100155,CEFTRIAXONE,716475,ARROW CEFTRIAXONE,ARS,500MG,INJ,1,2021-10-09
840,100155,CEFTRIAXONE,705869,ARROW CEFTRIAXONE,ARS,500MG,INJ,1,2021-10-09
841,100155,CEFTRIAXONE,883357,ASPEN CEFTRIAXONE,LIT,500MG,INJ,1,2021-10-09
842,100155,CEFTRIAXONE,707949,CEFTRIAXONE-FRESENIUS,FSK,500MG,INJ,1,2021-10-09
843,100155,CEFTRIAXONE,3000287,CP-CEFTRIAXONE,CSI,500MG,INJ,1,2021-10-09
844,100155,CEFTRIAXONE,708261,CPL ALLIANCE CEFTRIAXONE,APC,500MG,INJ,1,2021-10-09
845,100155,CEFTRIAXONE,3000857,IVIXONE (NAMIBIA),CSI,500MG,INJ,1,2021-10-09
846,100155,CEFTRIAXONE,713197,MEDAXONE,SPP,500MG,INJ,1,2021-10-09
847,100155,CEFTRIAXONE,761265,ROCEPHIN,ROC,500MG,INJ,1,2021-10-09
848,100155,CEFTRIAXONE,703320,ROCIJECT,LIT,500MG,INJ,1,2021-10-09
849,100155,CEFTRIAXONE,710966,SANDOZ-CEFTRIAXONE,ROL,500MG,INJ,1,2021-10-09
850,100155,CEFTRIAXONE,705355,TRIAXIPHIN,RAN,500MG,INJ,1,2021-10-09
851,100156,CEFTRIAXONE,703474,ADCO-CEFTRIAXONE,AIC,1G,INJ,1,2021-10-09
852,100156,CEFTRIAXONE,705870,ARROW CEFTRIAXONE,ARS,1G,INJ,1,2021-10-09
853,100156,CEFTRIAXONE,883365,ASPEN CEFTRIAXONE,LIT,1G,INJ,1,2021-10-09
854,100156,CEFTRIAXONE,707288,AUSTELL-CEFTRIAXONE,ASL,1G,INJ,1,2021-10-09
855,100156,CEFTRIAXONE,707950,CEFTRIAXONE-FRESENIUS,FSK,1G,INJ,1,2021-10-09
856,100156,CEFTRIAXONE,3000286,CP-CEFTRIAXONE,CSI,1G,INJ,1,2021-10-09
857,100156,CEFTRIAXONE,708262,CPL ALLIANCE CEFTRIAXONE,APC,1G,INJ,1,2021-10-09
858,100156,CEFTRIAXONE,721223,C-TRI,ERO,1G,INJ,1,2021-10-09
859,100156,CEFTRIAXONE,3000352,FRAXONE,ERO,1G,INJ,1,2021-10-09
860,100156,CEFTRIAXONE,717562,GULF CEFTRIAXONE,GUD,1G,INJ,1,2021-10-09
861,100156,CEFTRIAXONE,710309,KOCEF,MDI,1G,INJ,1,2021-10-09
862,100156,CEFTRIAXONE,713199,MEDAXONE,SPP,1G,INJ,1,2021-10-09
863,100156,CEFTRIAXONE,717548,ROCEPHIN,ROC,1G,INJ,1,2021-10-09
864,100156,CEFTRIAXONE,761273,ROCEPHIN,ROC,1G,INJ,1,2021-10-09
865,100156,CEFTRIAXONE,702483,ROCIJECT,LIT,1G,INJ,1,2021-10-09
866,100156,CEFTRIAXONE,710967,SANDOZ-CEFTRIAXONE,ROL,1G,INJ,1,2021-10-09
867,100156,CEFTRIAXONE,3001245,SEFTRY,OET,1G,INJ,1,2021-10-09
868,100156,CEFTRIAXONE,714189,TRIAPHIN,MDI,1G,INJ,1,2021-10-09
869,100156,CEFTRIAXONE,705356,TRIAXIPHIN,RAN,1G,INJ,1,2021-10-09
870,100157,CEFTRIAXONE,703466,ADCO-CEFTRIAXONE,AIC,2G,INJ,1,2021-10-09
871,100157,CEFTRIAXONE,701204,ASPEN CEFTRIAXONE,LIT,2G,INJ,1,2021-10-09
872,100157,CEFTRIAXONE,707951,CEFTRIAXONE-FRESENIUS 30ML,FSK,2G,INJ,1,2021-10-09
873,100157,CEFTRIAXONE,707964,CEFTRIAXONE-FRESENIUS 50ML,FSK,2G,INJ,1,2021-10-09
874,100157,CEFTRIAXONE,3001103,FRAXONE,INA,2G,INJ,1,2021-10-09
875,100157,CEFTRIAXONE,761281,ROCEPHIN,ROC,2G,INJ,1,2021-10-09
876,100157,CEFTRIAXONE,703319,ROCIJECT,LIT,2G,INJ,1,2021-10-09
877,100157,CEFTRIAXONE,710968,SANDOZ-CEFTRIAXONE,ROL,2G,INJ,1,2021-10-09
878,100154,CEFTRIAXONE,707948,CEFTRIAXONE-FRESENIUS,FSK,250MG,INJ,1,2021-10-09
879,100154,CEFTRIAXONE,3000288,CP-CEFTRIAXONE,CSI,250MG,INJ,1,2021-10-09
880,100154,CEFTRIAXONE,3000856,IVIXONE (NAMIBIA),CSI,250MG,INJ,1,2021-10-09
881,100154,CEFTRIAXONE,713200,MEDAXONE,SPP,250MG,INJ,1,2021-10-09
882,100154,CEFTRIAXONE,761257,ROCEPHIN,ROC,250MG,INJ,1,2021-10-09
883,100154,CEFTRIAXONE,714188,TRIAPHIN,MDI,250MG,INJ,1,2021-10-09
884,100103,CEFUROXIME AXETIL,717799,ALKOXIME,AKL,250MG,TAB,10,2021-10-09
885,100103,CEFUROXIME AXETIL,713531,AUROXIME,AUR,250MG,TAB,10,2021-10-09
886,100103,CEFUROXIME AXETIL,718658,CEFASYN,AKL,250MG,TAB,10,2021-10-09
887,100103,CEFUROXIME AXETIL,704988,CEFU-HEXAL,ROL,250MG,TAB,10,2021-10-09
888,100103,CEFUROXIME AXETIL,721068,CEFUROCOS (NAMIBIA ONLY),CSI,250MG,TAB,10,2021-10-09
889,100103,CEFUROXIME AXETIL,700689,CEROXIM,RAN,250MG,TAB,10,2021-10-09
890,100103,CEFUROXIME AXETIL,3002615,FUROCSEM,INM,250MG,TAB,10,2021-10-09
891,100103,CEFUROXIME AXETIL,3000097,KEFLOXA,ERO,250MG,TAB,10,2021-10-09
892,100103,CEFUROXIME AXETIL,717764,ORATIL (NAMIBIA ONLY),ERO,250MG,TAB,10,2021-10-09
893,100103,CEFUROXIME AXETIL,703867,SANDOZ CEFUROXIME,ROL,250MG,TAB,10,2021-10-09
894,100103,CEFUROXIME AXETIL,703697,ZEFROXE,SUN,250MG,TAB,10,2021-10-09
895,100103,CEFUROXIME AXETIL,713006,ZEFURIME,APM,250MG,TAB,10,2021-10-09
896,100103,CEFUROXIME AXETIL,781339,ZINNAT,GSK,250MG,TAB,10,2021-10-09
897,100103,CEFUROXIME AXETIL,715142,ZINOXIME,ATP,250MG,TAB,10,2021-10-09
898,100104,CEFUROXIME AXETIL,717801,ALKOXIME,AKL,500MG,TAB,10,2021-10-09
899,100104,CEFUROXIME AXETIL,713532,AUROXIME,AUR,500MG,TAB,10,2021-10-09
900,100104,CEFUROXIME AXETIL,710531,BETAROXIME,BET,500MG,TAB,10,2021-10-09
901,100104,CEFUROXIME AXETIL,718659,CEFASYN,AKL,500MG,TAB,10,2021-10-09
902,100104,CEFUROXIME AXETIL,704990,CEFU-HEXAL,DEZ,500MG,TAB,10,2021-10-09
903,100104,CEFUROXIME AXETIL,720964,CEFUROCOS (NAMIBIA ONLY),CSI,500MG,TAB,10,2021-10-09
904,100104,CEFUROXIME AXETIL,700687,CEROXIM,RAN,500MG,TAB,10,2021-10-09
905,100104,CEFUROXIME AXETIL,3002616,FUROCSEM,INM,500MG,TAB,10,2021-10-09
906,100104,CEFUROXIME AXETIL,3000098,KEFLOXA,ERO,500MG,TAB,10,2021-10-09
907,100104,CEFUROXIME AXETIL,717992,ORCHID CEFUROXIME,WAT,500MG,TAB,10,2021-10-09
908,100104,CEFUROXIME AXETIL,703868,SANDOZ CEFUROXIME,ROL,500MG,TAB,10,2021-10-09
909,100104,CEFUROXIME AXETIL,703695,ZEFROXE,RAN,500MG,TAB,10,2021-10-09
910,100104,CEFUROXIME AXETIL,713007,ZEFURIME,APM,500MG,TAB,10,2021-10-09
911,100104,CEFUROXIME AXETIL,781347,ZINNAT,GSK,500MG,TAB,10,2021-10-09
912,100104,CEFUROXIME AXETIL,715261,ZINOXIME,ATP,500MG,TAB,10,2021-10-09
913,100152,CEFUROXIME AXETIL,723411,CEROXIM,SUN,125MG/5ML,SUS,50,2021-10-09
914,100152,CEFUROXIME AXETIL,710077,CEFUROXIME OETHMAAN,OET,125MG/5ML,SUS,50,2021-10-09
915,100152,CEFUROXIME AXETIL,814091,ZINNAT,GSK,125MG/5ML,SUS,50,2021-10-09
916,100123,CEFUROXIME SODIUM,704835,ADCO-CEFUROXIME,AIC,250MG,INJ,10,2021-10-09
917,100123,CEFUROXIME SODIUM,894846,ASPEN CEFUROXIME,APM,250MG,INJ,10,2021-10-09
918,100123,CEFUROXIME SODIUM,717566,GULF CEFUROXIME,GUD,250MG,INJ,10,2021-10-09
919,100123,CEFUROXIME SODIUM,703283,MEDAXIME,SPP,250MG,INJ,10,2021-10-09
920,100123,CEFUROXIME SODIUM,779229,ZINACEF,GSK,250MG,INJ,10,2021-10-09
921,100158,CEFUROXIME SODIUM,892416,ASPEN CEFUROXIME,APM,750MG,INJ,1,2021-10-09
922,100158,CEFUROXIME SODIUM,3000686,AXETINE (NAMIBIA ONLY),CSI,750MG,INJ,1,2021-10-09
923,100158,CEFUROXIME SODIUM,718555,FKSA CEFUROXIME,FSK,750MG,INJ,1,2021-10-09
924,100158,CEFUROXIME SODIUM,703279,MEDAXIME,SPP,750MG,INJ,1,2021-10-09
925,100158,CEFUROXIME SODIUM,3002798,RUXIM (NAMIBIA),ERO,750MG,INJ,1,2021-10-09
926,100158,CEFUROXIME SODIUM,704635,SABAX CEFUROXIME,AIC,750MG,INJ,1,2021-10-09
927,100158,CEFUROXIME SODIUM,723009,SANFUR-750,ERO,750MG,INJ,1,2021-10-09
928,100158,CEFUROXIME SODIUM,779237,ZINACEF,GSK,750MG,INJ,1,2021-10-09
929,100159,CEFUROXIME SODIUM,704637,ADCO-CEFUROXIME,AIC,1.5G,INJ,1,2021-10-09
930,100159,CEFUROXIME SODIUM,701205,ASPEN CEFUROXIME,APM,1.5G,INJ,1,2021-10-09
931,100159,CEFUROXIME SODIUM,3000687,AXETINE (NAMIBIA ONLY),CSI,1.5G,INJ,1,2021-10-09
932,100159,CEFUROXIME SODIUM,718560,FKSA CEFUROXIME,FSK,1.5G,INJ,1,2021-10-09
933,100159,CEFUROXIME SODIUM,703280,MEDAXIME,SPP,1.5G,INJ,1,2021-10-09
934,100159,CEFUROXIME SODIUM,779245,ZINACEF,GSK,1.5G,INJ,1,2021-10-09
935,100792,CELEXOCIB,721712,CELCOX (NAMIBIA ONLY),DEO,200MG,CAP,30,2021-10-09
936,100792,CELEXOCIB,862452,CELEBREX,PFI,200MG,CAP,30,2021-10-09
937,100792,CELEXOCIB,724015,CELEXOCIB UNICORN,ROL,200MG,CAP,30,2021-10-09
938,100792,CELEXOCIB,723330,COXLEON,ROL,200MG,CAP,30,2021-10-09
939,100791,CELEXOCIB,862444,CELEBREX,PFI,100MG,CAP,60,2021-10-09
940,100791,CELEXOCIB,724014,CELEXOCIB UNICORN,ROL,100MG,CAP,60,2021-10-09
941,100791,CELEXOCIB,723329,COXLEON,ROL,100MG,CAP,60,2021-10-09
942,100105,CEPHALEXIN MONOHYDRATE,706326,BELEX,GUD,250MG,TAB,20,2021-10-09
943,100105,CEPHALEXIN MONOHYDRATE,897880,CPL ALLIANCE CEPHALEXIN,APC,250MG,CAP,20,2021-10-09
944,100105,CEPHALEXIN MONOHYDRATE,830909,RANCEPH,SUN,250MG,CAP,20,2021-10-09
945,100106,CEPHALEXIN MONOHYDRATE,714312,AURO-CEFALEXIN,AUR,500MG,CAP,20,2021-10-09
946,100106,CEPHALEXIN MONOHYDRATE,706327,BELEX,GUD,500MG,TAB,20,2021-10-09
